NCES ID,State,School District (Portal Name),acfrs_original_name,Year,Net Pension Liability,Net Pension Asset,NPL less NPA,States Proportionate Share of Net Pension liability,Overall Liability (Asset) Associated with District Staff,Comments,Employer name in GASB 68/ACFR,
3013140,MT,Greycliffe Elementary District No. 16,greycliffe elem dist 16,2020,"82,264",,"82,264","56,321","138,585",Values taken from 2019 GASB,Greycliff Elementary,
3013200,MT,Hall Elementary District No. 8,hall elem dist 8,2020,"173,568",,"173,568","113,017","286,585",Values taken from 2019 GASB,Hall Elementary,
3013470,MT,Harlowton High School District No. 16,harlowton h s dist 16,2020,"2,367,238",,"2,367,238","1,475,257","3,842,495",Values taken from 2019 GASB,Harlowton Public Schools,
3013530,MT,Harrison K-12 School District,harrison k-12 school district,2020,"812,145",,"812,145","509,565","1,321,710",Values taken from 2019 GASB,Harrison K-12 Schools,
3013280,MT,Hammond-Hawks Home Elementary District No.Rict 1,hammond-hawks home elem district 1,2020,"66,707",,"66,707","46,654","113,361",Values taken from 2019 GASB,Hawks Home Elementary,
3000005,MT,Helena Elementary School District 1,helena elem sch dist 1,2020,"58,350,944",,"58,350,944","36,240,550","94,591,494",Values taken from 2019 GASB,Helena Public Schools,
3013800,MT,Helena Flats Elementary District No. 15,helena flats elem dist 15,2020,"1,564,336",,"1,564,336","976,674","2,541,010",Values taken from 2019 GASB,Helena Flats Elementary,
3013890,MT,Helmville Elementary District No. 15,helmville elem dist 15,2020,"157,150",,"157,150","102,818","259,968",Values taken from 2019 GASB,Helmville Elementary,
3014070,MT,Highwood K-12 School District,highwood k-12 sch dist,2020,"874,827",,"874,827","548,496","1,423,323",Values taken from 2019 GASB,Highwood Public Schools,
3014340,MT,Hinsdale Elementary School District 7A,hinsdale elem sch dist 7a,2020,"853,724",,"853,724","535,383","1,389,107",Values taken from 2019 GASB,Hinsdale Public Schools,
3014430,MT,Hobson K-12 School District,hobson k-12 school district,2020,"974,919",,"974,919","610,644","1,585,563",Values taken from 2019 GASB,Hobson K-12 Schools,
3014640,MT,Hot Springs Public Schools,hot springs public schools,2020,"1,591,877",,"1,591,877","993,766","2,585,643",Values taken from 2019 GASB,Hot Springs Public Schools,
3014760,MT,Hysham K-12 School District,hysham k-12 school district,2020,"652,051",,"652,051","410,146","1,062,197",Values taken from 2019 GASB,Hysham Schools,
3014820,MT,Independent Elementary District No. 52,independent elem dist 52,2020,"1,697,030",,"1,697,030","1,059,063","2,756,093",Values taken from 2019 GASB,Independent Elementary,
3015060,MT,Jackson Elementary District No. 24,jackson elem dist 24,2020,"43,036",,"43,036","31,959","74,995",Values taken from 2019 GASB,Jackson Elementary,
3015120,MT,Jefferson High School District No. 1,jefferson h s dist 1,2020,"1,766,119",,"1,766,119","1,101,974","2,868,093",Values taken from 2019 GASB,Jefferson High School,
3015200,MT,Joliet Elementary School District 7,joliet elem sch dist 7,2020,"2,442,202",,"2,442,202","1,521,817","3,964,019",Values taken from 2019 GASB,Joliet Public Schools,
3015340,MT,Jordan Elementary District No. 1,jordan elem dist 1,2020,"1,177,580",,"1,177,580","736,492","1,914,072",Values taken from 2019 GASB,Jordan Public Schools,
3015360,MT,Judith Gap Elementary School District 21J,judith gap elem sch dist 21j,2020,"515,722",,"515,722","325,485","841,207",Values taken from 2019 GASB,Judith Gap Public Schools,
3015510,MT,Kester Elementary District No. 23,kester elem dist 23,2020,"41,688",,"41,688","31,129","72,817",Values taken from 2019 GASB,Kester Elementary,
3015570,MT,Kila Elementary District No. 20,kila elem dist 20,2020,"974,261",,"974,261","610,237","1,584,498",Values taken from 2019 GASB,Kila Elementary,
3015610,MT,King Colony Elementary District No. 40,king colony elem dist 40,2020,"20,037",,"20,037","17,672","37,709",Values taken from 2019 GASB,King Colony Elementary,
3007980,MT,Kinsey Elementary District No. 63,kinsey elem dist 63,2020,"271,013",,"271,013","173,537","444,550",Values taken from 2019 GASB,Kinsey Elementary,
3015640,MT,Kircher Elementary District No. 3,kircher elem dist 3,2020,"191,412",,"191,412","124,093","315,505",Values taken from 2019 GASB,Kircher Elementary,
3015690,MT,Knees Elementary District No. 59,knees elem dist 59,2020,"45,135",,"45,135","33,260","78,395",Values taken from 2019 GASB,Knees Elementary,
3015990,MT,Lambert Elementary School District 86,lambert elem sch dist 86,2020,"1,510,036",,"1,510,036","942,944","2,452,980",Values taken from 2019 GASB,Lambert Public Schools,
3016110,MT,Lamotte Elementary District No. 43,lamotte elem dist 43,2020,"449,876",,"449,876","284,596","734,472",Values taken from 2019 GASB,Lamotte Elementary,
3016290,MT,Lavina K-12 School District,lavina k-12 school district,2020,"818,036",,"818,036","513,231","1,331,267",Values taken from 2019 GASB,Lavina K-12 Schools,
3000093,MT,Liberty Elementary School District 10,liberty elem sch district 10,2020,"341,230",,"341,230","217,136","558,366",Values taken from 2019 GASB,Liberty Elementary School,
3016710,MT,Lima K-12 School District,lima k-12 school district,2020,"775,345",,"775,345","486,708","1,262,053",Values taken from 2019 GASB,Lima K-12 School,
3016810,MT,Lincoln K-12 School District,lincoln k-12 school district,2020,"1,135,500",,"1,135,500","710,361","1,845,861",Values taken from 2019 GASB,Lincoln K-12 Schools,
3008400,MT,Lindsay Elementary District No. 367,lindsay elementary district 367,2020,"98,448",,"98,448","66,363","164,811",Values taken from 2019 GASB,Lindsay Elementary,
3017130,MT,Lolo Elementary District No. 7,lolo elem dist 7,2020,"3,457,368",,"3,457,368","2,152,217","5,609,585",Values taken from 2019 GASB,Lolo Elementary,
3017190,MT,Lone Rock Elementary District No. 13,lone rock elem dist 13,2020,"1,360,563",,"1,360,563","850,121","2,210,684",Values taken from 2019 GASB,Lone Rock Elementary,
3017340,MT,Lustre Elementary District No. 23,lustre elem dist 23,2020,"203,585",,"203,585","131,660","335,245",Values taken from 2019 GASB,Lustre Elementary,
3017370,MT,Luther Elementary District No. 910,luther elem dist 910,2020,"158,826",,"158,826","103,868","262,694",Values taken from 2019 GASB,Luther Elementary,
3017520,MT,Malmborg Elementary District No. 47,malmborg elem dist 47,2020,"60,645",,"60,645","42,895","103,540",Values taken from 2019 GASB,Malmborg Elementary,
3017580,MT,Malta K-12 School District,malta k-12 school district,2020,"3,698,755",,"3,698,755","2,302,128","6,000,883",Values taken from 2019 GASB,Malta Public Schools,
3017640,MT,Manhattan High School District No. 3,manhattan h s dist 3,2020,"4,588,967",,"4,588,967","2,854,933","7,443,900",Values taken from 2019 GASB,Manhattan Public Schools,
3017700,MT,Marion Elementary District No. 54,marion elem dist 54,2020,"932,777",,"932,777","584,482","1,517,259",Values taken from 2019 GASB,Marion Elementary,
3006030,MT,Mccormick Elementary District No. 15,mccormick elem dist 15,2020,"71,846",,"71,846","49,850","121,696",Values taken from 2019 GASB,Mccormick Elementary,
3018060,MT,Mcleod Elementary District No. 29,mcleod elem dist 29,2020,"89,815",,"89,815","61,005","150,820",Values taken from 2019 GASB,Mcleod Elementary,
3018170,MT,Medicine Lake K-12 School District,medicine lake k-12 school district,2020,"1,290,456",,"1,290,456","806,600","2,097,056",Values taken from 2019 GASB,Medicine Lake K-12 Schools,
3018210,MT,Melrose Elementary District No. 5,melrose elem dist 5,2020,"40,294",,"40,294","30,252","70,546",Values taken from 2019 GASB,Melrose Elementary,
3018240,MT,Melstone Elementary School District 64J,melstone elem sch dist 64j,2020,"878,790",,"878,790","550,955","1,429,745",Values taken from 2019 GASB,Melstone Public Schools,
3018290,MT,Melville Elementary District No. 5,melville elem dist 5,2020,"175,103",,"175,103","113,973","289,076",Values taken from 2019 GASB,Melville Elementary,
3021150,MT,Miami Elementary District No. 31,miami elem dist 31,2020,"121,775",,"121,775","80,854","202,629",Values taken from 2019 GASB,Miami Elementary,
3018660,MT,Molt Elementary District No. 12-12,molt elem dist 12-12,2020,"39,401",,"39,401","29,703","69,104",Values taken from 2019 GASB,Molt Elementary,
3018750,MT,Monforton Elementary District No. 27,monforton elem dist 27,2020,"3,022,312",,"3,022,312","1,882,050","4,904,362",Values taken from 2019 GASB,Monforton Elementary,
3000100,MT,Montana School For The Deaf & Blind,mont sch for deaf blind,2020,"4,031,760",,"4,031,760","1,416,539","5,448,299",Values taken from 2019 GASB,School For The Deaf & Blind,
3018780,MT,Montana City Elementary District No. 27,montana city elem dist 27,2020,"3,024,647",,"3,024,647","1,883,507","4,908,154",Values taken from 2019 GASB,Montana City Elementary,
3018870,MT,Moore Elementary School District 44,moore elem sch dist 44,2020,"1,022,420",,"1,022,420","640,144","1,662,564",Values taken from 2019 GASB,Moore Public Schools,
3018960,MT,Morin Elementary District No. 17,morin elem dist 17,2020,"444,220",,"444,220","281,086","725,306",Values taken from 2019 GASB,Morin Elementary,
3000004,MT,Mountain View Elementary District No. 64,mountain view elem dist 64,2020,"106,171",,"106,171","71,172","177,343",Values taken from 2019 GASB,Mountain View Elementary,
3019170,MT,Nashua K-12 School District,nashua k-12 school district,2020,"897,778",,"897,778","562,737","1,460,515",Values taken from 2019 GASB,Nashua K-12 Schools,
3019310,MT,North Harlem Elementary District No. 6,north harlem elem dist 6,2020,"144,507",,"144,507","94,970","239,477",Values taken from 2019 GASB,North Harlem Colony,
3000096,MT,North Star Elementary District No.,north star elementary district,2020,"1,397,896",,"1,397,896","873,307","2,271,203",Values taken from 2019 GASB,North Star School,
3000090,MT,Noxon Elementary School District 10,noxon elem sch dist 10,2020,"1,695,401",,"1,695,401","1,058,061","2,753,462",Values taken from 2019 GASB,Noxon Public Schools,
3019530,MT,Nye Elementary District No. 31,nye elem dist 31,2020,"56,775",,"56,775","40,498","97,273",Values taken from 2019 GASB,Nye Elementary,
3010950,MT,Olney-Bissell Elementary District No. 58,olney-bissell elem dist 58,2020,"699,864",,"699,864","439,849","1,139,713",Values taken from 2019 GASB,Olney-Bissell Elementary,
3019740,MT,Opheim K-12 School District,opheim k-12 school district,2020,"641,977",,"641,977","403,895","1,045,872",Values taken from 2019 GASB,Opheim K-12 Schools,
3019950,MT,Ovando Elementary District No. 11,ovando elem dist 11,2020,"133,258",,"133,258","87,982","221,240",Values taken from 2019 GASB,Ovando Elementary,
3020040,MT,Park City Elementary School District 5,park city elem sch dist 5,2020,"2,016,499",,"2,016,499","1,257,463","3,273,962",Values taken from 2019 GASB,Park City Public Schools,
3020100,MT,Park County High School District No. 1,park co h s dist 1,2020,"558,068",,"558,068","351,789","909,857",Values taken from 2019 GASB,Park County Cooperative,
3020170,MT,Pass Creek Elementary District No. 25,pass creek elem dist 25,2020,"78,081",,"78,081","53,720","131,801",Values taken from 2019 GASB,Pass Creek Elementary,
3020240,MT,Pendroy Elementary District No. 61,pendroy elm dist 61,2020,"112,187",,"112,187","74,901","187,088",Values taken from 2019 GASB,Pendroy Elementary,
3012840,MT,Phillibsburg K-12 School District,phillibsburg k-12 school dist,2020,"1,707,401",,"1,707,401","1,065,518","2,772,919",Values taken from 2019 GASB,Philipsburg K-12 Schools,
3020670,MT,Pine Creek Elementary District No. 19,pine creek elem dist 19,2020,"177,610",,"177,610","115,524","293,134",Values taken from 2019 GASB,Pine Creek Elementary,
3020690,MT,Pine Grove Cap Rock Elementary District No.Rict 19,pine grove cap rock elem district 19,2020,"64,373",,"64,373","45,213","109,586",Values taken from 2019 GASB,Pine Grove School,
3020790,MT,Pioneer Elementary District No. 41,pioneer elem dist 41,2020,"400,182",,"400,182","253,748","653,930",Values taken from 2019 GASB,Pioneer Elementary,
3020850,MT,Plains K-12 School District,plains k-12 sch dist,2020,"2,896,637",,"2,896,637","1,804,016","4,700,653",Values taken from 2019 GASB,Plains Public Schools,
3020880,MT,Pleasant Valley Elementary District No. 27,pleasant valley elem dist 27,2020,"58,514",,"58,514","41,563","100,077",Values taken from 2019 GASB,Pleasant Valley Elementary,
3020960,MT,Plentywood K-12 School District,plentywood k-12 school district,2020,"3,090,132",,"3,090,132","1,924,177","5,014,309",Values taken from 2019 GASB,Plentywood K-12 Schools,
3021000,MT,Plevna K-12 School District,plevna k-12 school district,2020,"1,202,317",,"1,202,317","751,861","1,954,178",Values taken from 2019 GASB,Plevna K-12 Schools,
3021030,MT,Polaris Elementary District No. 21,polaris elem dist 21,2020,"30,847",,"30,847","24,393","55,240",Values taken from 2019 GASB,Polaris Elementary,
3021330,MT,Potomac Elementary District No. 11,potomac elem dist 11,2020,"674,595",,"674,595","424,152","1,098,747",Values taken from 2019 GASB,Potomac Elementary,
3021450,MT,Powell County High School District,powell co high sch dist,2020,"1,765,038",,"1,765,038","1,101,300","2,866,338",Values taken from 2019 GASB,Powell County High School,
3021510,MT,Power Elementary School District 30,power elem sch dist 30,2020,"1,009,526",,"1,009,526","632,139","1,641,665",Values taken from 2019 GASB,Power Public Schools,
3021850,MT,Ramsay Elementary District No. 3,ramsay elem dist 3,2020,"775,596",,"775,596","486,864","1,262,460",Values taken from 2019 GASB,Ramsay Elementary,
3021870,MT,Rapelje Elementary School District 32,rapelje elem sch dist 32,2020,"925,022",,"925,022","579,656","1,504,678",Values taken from 2019 GASB,Rapelje Public Schools,
3021960,MT,Rau Elementary District No. 21,rau elem dist 21,2020,"259,138",,"259,138","166,158","425,296",Values taken from 2019 GASB,Rau Elementary,
3022080,MT,Red Lodge Elementary School District 1,red lodge elem sch dist 1,2020,"3,725,717",,"3,725,717","2,318,860","6,044,577",Values taken from 2019 GASB,Red Lodge Public Schools,
3022230,MT,Reed Point Elementary School District 9-9,reed point elem sch dist 9-9,2020,"713,447",,"713,447","448,278","1,161,725",Values taken from 2019 GASB,Reed Point Public Schools,
3022290,MT,Reichle Elementary District No. 26,reichle elem dist 26,2020,"118,485",,"118,485","78,818","197,303",Values taken from 2019 GASB,Reichle Elementary,
3022370,MT,Richey Elementary School District 78J,richey elem sch dist 78j,2020,"785,184",,"785,184","492,818","1,278,002",Values taken from 2019 GASB,Richey Public Schools,
3022710,MT,Roberts K-12 School District,roberts k-12 school district,2020,"924,646",,"924,646","579,421","1,504,067",Values taken from 2019 GASB,Roberts K-12 Schools,
3023040,MT,Roundup Elementary School District 55,roundup elem sch dist 55,2020,"3,810,394",,"3,810,394","2,371,452","6,181,846",Values taken from 2019 GASB,Roundup Public Schools,
3023160,MT,Roy K-12 School District,roy k-12 school district,2020,"489,716",,"489,716","309,348","799,064",Values taken from 2019 GASB,Roy K-12 Schools,
3023340,MT,Ryegate K-12 School District,ryegate k-12 school district,2020,"748,509",,"748,509","470,054","1,218,563",Values taken from 2019 GASB,Ryegate K-12 Schools,
3023370,MT,Saco Elementary School District 12A,saco elementary school dist 12a,2020,"801,195",,"801,195","502,766","1,303,961",Values taken from 2019 GASB,Saco Public Schools,
3023670,MT,Scobey K-12 School District,scobey k-12 school district,2020,"2,034,437",,"2,034,437","1,268,601","3,303,038",Values taken from 2019 GASB,Scobey K-12 Schools,
3000932,MT,Shields Valley Elementary School District,shields valley elem sch dist,2020,"1,592,817",,"1,592,817","994,361","2,587,178",Values taken from 2019 GASB,Shields Valley Public Schools,
3002850,MT,Smith Valley Elementary District No. 89,smith valley elem dist 89,2020,"1,525,405",,"1,525,405","952,501","2,477,906",Values taken from 2019 GASB,Smith Valley Elementary,
3000002,MT,Somers Elementary District No. 29,somers elem dist 29,2020,"3,640,116",,"3,640,116","2,265,704","5,905,820",Values taken from 2019 GASB,Somers Elementary,
